id,question,ground_truth,predicted,raw_output,correct,rag_context
e8cba9fc-1192-422a-99bb-40803cfc9d24,Increased LDH in Aqueous Humor suggests a diagnosis of:,B,C,C. Glaucoma,False,"LDH increases during effusion in serous body fluids such as pericardial and peritoneal fluids. Hence, it serves to characterize effusion. In cerebrospinal fluid, LDH increases in bacterial meningitis, while it is observed to be normal in viral meningitis. The ratio of fluid LDH compared to the upper limit of normal serum LDH (> 0.6) indicates an inflammatory process, and hence exudate. [23] ||| The human eye is filled with 2 fluid-like substances, termed humors, which maintain the ocular pressure and shape of the eyeball. Aqueous humor is a water-like fluid that lies in front of the lens. Vitreous humor is a gel-like substance that lies behind the lens and in front of the retina. Aqueous humor is a low-viscosity fluid continuously being secreted and reabsorbed, with the balance between these 2 processes regulating the volume and pressure of the intraocular fluid. [1] Proper functioning is altered when an imbalance between secretion and reabsorption occurs, and disease states may transpire. This topic reviews the circulation and function of aqueous humor and its associated pathophysiology and clinical significance. ||| LDH serves as a general indicator of acute and chronic diseases. Elevation in serum LDH activity follows isoenzyme patterns that are characteristic of various diseases."
25639ed9-a0db-43b5-b1ae-fcd8099d97a2,Which of the following are bacterial infection of skin?,C,C,C. Impetigo contagios,True,"The epidermis contains much of our normal flora, with the microbiome varying by body region. The microorganisms inhabiting our skin surfaces are nonpathogenic and can be commensal or mutualistic. The bacteria that tend to predominate are Staphylococcus epidermidis and S aureus , Cutibacterium acnes , Corynebacterium , Streptococcus , Candida , and Clostridium perfringens . However, infections may occur when the protective skin barrier is altered or breached. [33] ||| Infections ||| Infection is common and may be lethal. Staphylococcal infection is the most common, followed by pseudomonas infection, which occurs after a prolonged hospitalization. [41] Prophylactic antibiotics are not recommended as there is no change in the survival rates. [42] However, a microbiological assessment of skin lesions should be done on the day of presentation and every 48 hours to detect and treat an early infection. Indications of antibiotic treatment would be evidence of infection in skin swabs, rapid deterioration of the patient's condition, or sudden drop of patient’s temperature. Empirical antibiotics should cover gram-positive and negative organisms along with anaerobes. [34]"
b424b9cf-04ae-4e2d-974f-840f96f77a5f,Organ of Rosenmuller is a remnant of -,C,A,A. Endodermal sinus,False,"If there is retrograde flow through the canaliculus and no fluid passes into the nose, it indicates a nasolacrimal duct obstruction. The valve of Rosenmüller prevents the fluid from refluxing through the opposite canaliculus. ||| Patients can have variable presentations depending on the area of disease involvement. The most common site of origin is the lateral aspect of the nasopharynx and the fossa of Rosenmuller. ||| Rosenbach sign: Pulsation of the liver"
5f6fb4dd-d0b7-496f-8e6e-4f7afcb0599f,A young patient came for routine examination. On examination a mid systolic click was found. There is no history of RHD. The histopathological examination is most likely to show -,A,A,A. Myxomatous degener,True,"There are many different focused physical examination maneuvers reported in the literature. Specific testing targets either LHBT pathology localized to the bicipital groove or more proximally near its origin at the supraglenoid tubercle. Bicipital groove palpation: Direct palpation over the patient’s bicipital groove elicits a painful response in the setting of pathology. ||| There is a multitude of focused physical examination maneuvers reported in the literature. Specific testing targets LHBT pathology localized to the bicipital groove or more proximally near its origin at the supraglenoid tubercle. Bicipital groove palpation: Direct palpation over the patient's bicipital groove elicits a painful response in the setting of pathology. ||| A thorough history, physical examination, and investigations, including biopsy, may be required to confirm the etiology of all these conditions."
27c2f88e-3f2a-4d64-b5b3-430f34a8d72f,A woman is said to be have Menorrhagia in case the menstrual blood loss is MORE than what quantity?,D,D,D. 80 ml,True,"The volume of menstrual flow is classified as light, normal, or heavy. No defined objective thresholds separate these classifications, as they are often impractical in clinical settings. For research purposes, heavy menstrual bleeding is defined as blood loss exceeding 80 mL per cycle, based on weighed menstrual products. Heavy menstrual bleeding is a subjective symptom rather than a formal diagnosis. The National Institute for Health and Care Excellence (NICE) defines it as excessive menstrual bleeding that interferes with a person's physical, social, emotional, and/or material quality of life. Notably, 2 patients with the same objective volume of blood loss may have significantly different perceptions of their flow volume. ||| Frequency, regularity, and duration of bleeding. Volume of blood loss: Studies have shown that patients' perceptions of blood loss during menstruation are often unreliable. [18] [19] Menstrual volume is best assessed by asking questions such as: Have you passed any blood clots? How frequently do you change pads or tampons? Are the products fully or partially saturated with each change? Do you have to change sanitary protection overnight? Presence or absence of postcoital bleeding: The presence of postcoital bleeding is more suggestive of an extrauterine cause, such as cervical polyps. Bleeding with stools: This symptom suggests a gastrointestinal etiology, possibly confounding the perception of blood loss. ||| Light menstrual bleeding is rarely associated with underlying pathology, although it can occur in patients with intrauterine adhesions or cervical stenosis. For research purposes, light menstrual bleeding is typically defined as less than 5 mL of blood loss per cycle. Several factors can influence the volume of blood loss during menstruation, including medications, endometrial thickness, and bleeding or clotting disorders."
2bff9768-eceb-484f-b010-b10660cae864,Best method to diagnose pulmonary embolism:,A,C,C. CT scan,False,Diagnosis of suspected pulmonary embolism ||| CT angiography scan of the chest to assess for a pulmonary embolus. ||| Evaluate lung perfusion Assess lung function Diagnose a pulmonary embolism
10ec80bb-af04-4f94-9686-91b8752dc3d1,What is the Goal of Prudent diet for prevention of Coronary hea disease?,A,B,B. Cholesterol; H,False,"Efforts should be directed toward primary prevention by leading a healthy lifestyle, and an appropriate diet starting as early as possible with the goal of delay or avoid the initiation of atherosclerosis as it relates to the future risk of CVD. The AHA developed the concept of ""ideal cardiovascular health"" defined by the presence of [8] : Ideal health behaviors: Nonsmoking, body mass index less than 25 kg/m2, physical activity at goal levels, and the pursuit of a diet consistent with current guideline recommendations Ideal health factors: Untreated total cholesterol less than 200 mg/dL, untreated blood pressure less than 120/80 mm Hg, and fasting blood glucose less than 100 mg/dL) with the goal to improve the health of all Americans with an expected decrease in deaths from CVD by 20% ||| Dietary interventions play an important role in both the primary prevention of ASCVD by reducing risk among individuals without established disease and in secondary prevention by lowering the risk of recurrent events in patients with known ASCVD. Low-fat diets that specifically reduce saturated fat intake are associated with improvements in cardiometabolic risk factors, including reductions in LDL cholesterol and blood pressure, and have been linked to lower risks of myocardial infarction, diabetes, and all-cause mortality. [1] For patients with metabolic risk factors, the Endocrine Society recommends lifestyle management and a heart-healthy dietary pattern, including limiting saturated fat to less than 7% of total calories. [11] In secondary prevention, the CORDIOPREV trial demonstrated that both low-fat and Mediterranean diets are effective dietary strategies for patients with established coronary heart disease. [12] Similarly, the 2023 ACC/AHA guidelines for chronic coronary disease emphasize healthy dietary patterns that reduce saturated fat intake rather than endorsing a single macronutrient distribution. [13] ||| Without targeted interventions to encourage healthy eating practices, the potential benefits of food diversity may be overshadowed by its role in the global rise of diet-related illnesses. When counseling patients on dietary lifestyle changes, clinicians must navigate a variety of evidence-based interventions to prevent and manage chronic conditions. Please see StatPearls' companion resources, "" DASH Diet To Stop Hypertension ,"" "" Lifestyle Modification for Diabetes and Heart Disease Prevention ,"" "" Low-Fat Diet ,"" "" Mediterranean Diet ,"" "" Dietary Approaches to Obesity Treatment ,"" "" High Fiber Diet ,"" "" Weight Gain Prevention Strategies ,"" "" Low-Carbohydrate Diet ,"" "" Paleolithic Diet ,"" and "" Ketogenic Diet ,"" for more information."
7efa8bf2-84be-4f58-b2a7-df846c2ab5ec,Which of the following is not an adverse effect of chronic amiodarone therapy ?,D,D,D. Systemic lupus,True,"Adverse effects for each of these agents are mentioned below. [15] [20] ||| Patients undergoing amiodarone therapy face a 1% annual incidence of liver toxicity. In most instances, liver toxicity resolves upon discontinuation of the drug. However, in rare cases, toxicity can advance to end-stage liver disease and cirrhosis. Furthermore, IV administration of amiodarone may induce acute liver injury within a day of infusion. The most frequent GI adverse effects include nausea, anorexia, and constipation. ||| Cardiac toxicity from amiodarone administration can be attributed to its therapeutic mechanism. Unfortunately, the very attributes that render this drug effective in managing arrhythmias can also result in bradycardia and atrioventricular and intraventricular conduction abnormalities. Although most studies have confirmed the safety of amiodarone with regard to proarrhythmic events, it is noteworthy that amiodarone may induce TdP within the first 48 hours of IV administration. Amiodarone may be the most common cause of drug-induced TdP. The risk of developing TdP increases in patients with preexisting electrolyte imbalances or those undergoing concurrent treatment with beta-blockers and/or digoxin. Although QTc prolongation is a recognized risk factor for TdP, it is noteworthy that amiodarone-induced TdP can occur even when the QTc interval is within the normal range. Chronic oral use of amiodarone is rarely associated with TdP. [12]"
39c9d75a-2054-4a6a-bce8-6d5bc492411e,% of COHb that can cause death -,B,B,B. 82%,True,"Medical management may be difficult in cholinergic toxicity, and thus, the fatality rate is generally more than 15%. [6] ||| The mortality rate in cholinergic crisis ranges from 3% to 25%. The most common cause of death is progressive respiratory failure. ||| If the disease is untreated, the mortality rate is around 10%"
ba3d0429-59dc-4f64-913f-70611332f923,Active form of Vitamin D,C,C,C. Calcitriol,True,"Vitamin B12 Folic acid Vitamin D ||| Calcium and Vitamin D ||| Vitamin D (cholecalciferol): Vitamin D is a fat-soluble vitamin that plays a key role in calcium regulation and bone metabolism. [11] [12] Vitamin D has also been shown to be important for muscle, immune, nervous, and cardiovascular functions. [11] Vitamin D can be obtained through diet, mostly from fatty fish and fortified foods (such as D2, ergocalciferol, and D3, cholecalciferol). It can also be synthesized in the skin through sun exposure. The most active form of vitamin D, 1,25-dihydroxyvitamin D, increases intestinal absorption of calcium and bone resorption and reduces the renal excretion of calcium and phosphate. [12]"
a9828730-d2b3-4ad4-8367-6503f7f9d9ee,"In severe heat strain, the heat stress index (HIS) is -",B,D,D. 100,False,"Excessive core body temperature presents along with a clinical spectrum, with heat stroke presenting as an emergent clinical condition defined by a core body temperature exceeding 40 °C (104 °F) Other conditions along the heat illness spectrum include: Heat edema Heat syncope Heat-associated cramping Heat exhaustion ||| Heat injury: presents with similar symptomatology as heat exhaustion and includes organ injury or dysfunction (cardiac, renal, hepatic, gut, or musculoskeletal injury). ||| Clinicians utilize various environmental heat stress indices (such as the Wet Bulb Globe Temperature [WBGT]) to predict the current hazardous potential of the surrounding environment WBGT combines the ambient temperature, humidity, wind speed, and solar radiation into a calculated value used to estimate the current (or anticipated) risk of heat-related illness and injury The relative humidity is the most significant contributing factor to the overall heat index score [3] [9]"
d8e83cf9-d1ea-4005-bc64-5fff40140ad1,Vitamin that acts as reducing agent ?,D,D,D. Vitamin C,True,"High levels of reducing agents, such as uric acid, vitamin C, and bilirubin, may affect results. 4-aminoantipyrine, a component of the GOD-POD reaction, is an oxidizing agent that can neutralize excess reducing substances in the bloodstream and prevent interference with the coloring agent, phenol. Other potential interfering substances include excess triglycerides, abnormal hematocrit levels, and various drugs and medications. [11] ||| Chronic acid-reducing medication use: Chronic reduction of acid secretion decreases the release of bound vitamin B12 from the protein of food particles, so R factor is unable to bind, and ultimately vitamin B12 absorption is reduced. ||| Water-soluble vitamins include thiamine (B1), riboflavin (B2), niacin (B3), pantothenic acid (B5), pyridoxine (B6), biotin (B7), folic acid (B9), cobalamin (B12), and ascorbic acid (C). [52] These vitamins are absorbed through specific carrier-mediated pathways rather than passive diffusion. Following absorption, these nutrients are distributed to tissues to support metabolic processes. Excess water-soluble vitamins reaching supratherapeutic levels are excreted by the kidneys, minimizing the risk of accumulation and toxicity. However, the limited storage of these essential nutrients necessitates regular dietary replenishment. [53]"
2526c620-4f3e-474d-82d3-27e0809fa188,"Reversible airway obstruction is defined as ___ percentage increase in FEV1, 15 minutes after an inhaled sho-acting beta 2 -agonist therapy-",C,B,B. >10,False,"The FEV 1 response to inhaled bronchodilators can help assess the reversibility of airway obstruction. However, clinicians should be aware that a lack of significant improvement in FEV 1 does not necessarily indicate that the patient will not benefit from bronchodilator therapy. Clinicians should consider changes in other values, such as IC and VC. Understanding and utilizing FEV measurements are fundamental in delivering effective respiratory care and improving patient outcomes. ||| The most common causes of decreased FEV 1 include airway obstruction from bronchospasm, airway inflammation, loss of lung elastic recoil, and increased airway secretions. The change in FEV 1 after the administration of inhaled bronchodilators can help assess the reversibility of airway obstruction. An increase in FEV 1 of 10% or more following bronchodilator use is considered a positive response. [17] A positive response is typically observed in reversible airway obstruction, such as asthma. However, clinicians should be aware that a lack of significant improvement in FEV 1 alone does not necessarily indicate that the patient will not benefit clinically from bronchodilator therapy. [18] ||| The earliest change associated with an obstruction in small airways is a slowing in the terminal portion of the spirogram (mid-flows). Qualitatively, it is reflected by a concave shape on the flow-volume curve. Quantitatively, proportionally increased the reduction in the instantaneous flow measured after 75% of the FVC has been exhaled (FEF) or FEF. Nevertheless, mid-flow abnormalities are not specific to airflow obstruction, and it is no longer a diagnostic criterion of airflow obstruction. The FEV1 is used to classify the severity of obstructive lung diseases traditionally based on % predicted values into five levels. [14] FEV1 >70% of predicted is mild FEV1 60-69% of predicted i is moderate FEV1 50-59% of predicted is moderately severe FEV1 35-49% of predicted is severe FEV1<35% of predicted is very severe"
40adecf7-a165-4369-a483-0752a0391893,The Least common quadrant in cancer breast is,D,A,A. Superior outer,False,"The breast is assessed in the 4 main quadrants: outer upper, outer inner, lower outer, and lower inner quadrants. Any lesions identified during the examination should be marked as a breast 'o clock position for future follow-up sessions. The most common imaging technique is radial, star-shaped, or superior to inferior sweep of the entire breast, extending to the axillary space, parasternal, and clavicular surfaces. ||| The adult breast is roughly conical, the base of which overlies the pectoralis muscles in the upper portion of the chest. [4] The physical boundaries of the breast are the clavicle superiorly, the sternum medially, the insertion of the rectus abdominis muscles inferiorly, and the serratus anterior muscles laterally. The posterior breast tissue lies on the pectoralis major fascia. The breast contains 15 to 20 lobes, which are further divided into smaller functional lobules. Cooper's ligaments are connective tissue that attach perpendicularly to the dermis and help to support the breast. The breast is divided into quadrants, or described in terms of a clock face, for ease of communication of any findings. The upper outer quadrant of the breast contains a greater volume of tissue than elsewhere, and this is also the most common location for a breast malignancy to arise. The upper outer quadrant extends superior-laterally toward the axilla and shoulder. This portion of the breast is called the axillary tail of Spence. ||| Breast cancer is the most common cancer diagnosed in women and the second most common cause of death from cancer among women worldwide. [1] The breasts are paired glands of variable size and density that lie superficial to the pectoralis major muscle. They contain milk-producing cells arranged in lobules; multiple lobules are aggregated into lobes with interspersed fat. Milk and other secretions are produced in acini and extruded through lactiferous ducts that exit at the nipple. Breasts are anchored to the underlying muscular fascia by Cooper ligaments, which support the breast. [2]"
96ea319c-8240-472b-b080-36c54e34971d,Drug active against New Delhi beta lactamase producing strain:,B,C,C. Cephalosporins,False,"The production of β-lactamase is critically essential for the evolution of drug-resistant bacteria. Combinations of β-lactams with β-lactamase inhibitors, such as ampicillin/sulbactam, broaden the spectrum of β-lactams by inhibiting their hydrolysis by β-lactamases. [16] ||| Beta-lactamase inhibitors are essential to improving the efficacy of beta-lactam antimicrobial treatment and preventing antimicrobial resistance, which poses a serious public health risk. New research is continuously underway to expand the number and effectiveness of beta-lactamase inhibitors. ||| New drugs such as ceftazidime-avibactam and meropenem-vaborbactam have emerged; the first is an antipseudomonal cephalosporin associated with a beta-lactamase inhibitor, while the second is a carbapenem with b-serine and has anti-lactamase activity. Early results are encouraging. [20] Ceftazidime-avibactam has activity against ESBLs, AmpC-, KPC, and OXA-48-producing pathogens, as well as drug-resistant Pseudomonas aeruginosa isolates. It does not have activity against metallo-β-lactamase-producing strains. [33] A combination of aztreonam and ceftazidime-avibactam could be active against serine-β-lactamase- and metallo-β-lactamase-producing P. aeruginosa. [34] The combination also showed significant synergy in most NDM-producing Enterobacterales, where they were resistant to aztreonam and ceftazidime-avibactam separately. [35]"
98987a84-6aae-42c6-915a-0dedcbd743fc,"A Patient comes with sudden respiratory distress. On examination, bilateral basal crepts are present over chest suggestive of pulmonary edema. Alveolar wedge pressure is normal. The likely cause is?",A,B,B. Congestive heart failure,False,"Dyspnea: Exertional or orthopnea due to elevated pulmonary pressures. [36] Fatigue: Reduced cardiac efficiency impairing systemic oxygen delivery. Palpitations: Irregular pulsations, often linked to AF. Chest discomfort: Sensations of pain or unease in the chest may arise, particularly in association with mitral valvular afflictions or diminished coronary perfusion. Cough or hemoptysis: Resulting from pulmonary congestion or elevated atrial pressures. Peripheral edema: From systemic fluid retention in advanced cardiac failure. Syncope or dizziness: Rare, caused by arrhythmias or poor cerebral perfusion. Cerebral events: Stroke or transient ischemic attack from atrial thrombus or embolism. Ortner syndrome: Rare hoarseness caused by left pharyngeal nerve compression. Dysphagia megalatriensis: esophageal compression causing difficulty swallowing solids. ||| Misinterpretation of the wedge pressure is a common pitfall in the invasive diagnosis of pulmonary hypertension. The wedge pressure should be measured at end-expiration and in several different segments of the pulmonary vasculature. LVEDP should be obtained if there is any doubt about the accuracy of the wedge pressure tracing or if the results are unexpected in a given patient. A fluid challenge may be necessary to elicit the presence of diastolic dysfunction. Of note, operators should proceed early with trans-septal LA catheterization for patients with mitral valve disease or prior mitral valve replacement. ||| Cardiogenic pulmonary edema: This life-threatening condition occurs when fluid builds up in the lungs due to a heart problem, such as papillary rupture or VSD. This can be seen on chest x-rays, ultrasound, and CT. Even in those who are asymptomatic, a high index of suspicion of papillary muscle rupture is needed in patients with pulmonary edema."
648c7797-3c74-43d7-bc68-27e8d4b644e8,"A 20-year-old patient presents to the OPD with complaints of abdominal pain, weakness since 2 months. The stool microscopy reveals the following. The most probable causative agent is",D,A,A. Ascaris lumbric,False,"History and physical examination in patients with OUD vary depending on duration and intensity of use. Patients who sporadically misuse small doses of opioids may have a completely normal physical exam and no clear historical findings. Patients with chronic oral opioid use may have sedation if actively using the drug, along with miosis and hyperactive response to pain. Patients who are dependent on intravenous heroin may have the many effects of injection drug abuse: Bacteremia Endocarditis Track marks and scarring in common sites of injection Skin-popping scars Poor dentition Lack of IV access sites Abscess or cellulitis Stigmata of hepatitis Cirrhosis, and many other findings. ||| The presence of 6 or more of these diagnostic criteria indicates severe OUD. The signs and symptoms of opioid use disorder include drug-seeking behavior, the presence of legal or social ramifications due to opioid use, multiple opioid prescriptions from different prescribers, opioid cravings, increased opioid usage over time, and symptoms of opioid withdrawal when stopping opioid use. Physical findings and complaints consistent with opioid withdrawal include muscle aches, diarrhea, rhinorrhea, nerve excitability, and chills with cessation of use. ||| The patient's family and husband were informed that due to her age, diabetes mellitus, and kidney disease, the opioid analgesic she was taking was cleared less efficiently. With the doubling of her dose, she developed an acute toxic encephalopathy. The patient and her family have a limited understanding of the potential adverse effects of opioids in treating pain and a poor understanding of exercise and dieting for weight control.The interprofessional team recommends that the family continue opioids at the prescribed dose without any additional doses, use nonsteroidal anti-inflammatory drugs for breakthrough pain, monitor physical therapy and exercise, follow a planned diet, consider temporary placement of a TENS unit, have pain monitor by a pain specialist, and undergo surgical intervention as soon as possible."
79bf3342-8882-492a-bc66-ae39a939a433,A pragnant woman is diagnosed to suffering form Grave's disease. The most appropriate therapy for her would be-,D,A,A. Radioiodine therapy,False,"The patient should be counseled regarding the diagnosis and prognosis. They should be instructed to adhere to the treatment plan and medications. ||| Most patients describe a ""good death"" as being pain-free, distress-free, with effective symptom control, and occurring in their preferred location surrounded by loved ones. They often wish to minimize the burden on their families, settle personal affairs, and maintain mental clarity while retaining a sense of value for the life they have lived and achieving closure. [4] [5] [6] These desires can be summarized by the term ""comfort measures."" Implementing comfort measures for patients with terminal illnesses requires understanding disease mechanisms, therapeutic options for symptom relief, social considerations, and the processes involved in arranging appropriate care settings. ||| Patient education should be focused first of all on reassuring the patient that her condition is likely to have a good prognosis if she follows the treatment protocol. Psychological counseling should be made available to help the patient cope with this most distressing development in her delivery."
30f146b8-4b17-4b31-b281-800c5d3f3ab5,Which is the most common entero-pancreatic tumour in MEN 1?,D,B,B. VIPoma,False,"Non-functioning pancreatic NETs are the most common gastro-entero-pancreatic tumors. [11] These lesions cause no clinical syndrome and may secrete a small amount of pancreatic polypeptide and gastrin. These represent the most frequent cause of death in MEN1 patients. There can be a delay in diagnosing non-functioning pancreatic NET due to the lack of specific symptoms or clinical findings. Radiological screening for diagnosis of pancreatic NET in MEN1 is recommended at the age of 10 years. ||| Malignancy of the pancreas or bowel ||| Pancreatic cancer is the 11th most common cancer, accounting for approximately 3% of all cancers in the United States. While less common, cholangiocarcinoma still accounts for a notable number of cases each year."
e3a1fd4b-0635-4ed0-9eff-b12dfd3c9f3a,The latent period of muscle twitch is 10ms and the contraction period is 40ms. What is the tetanizing frequency (Hz)?,A,B,B. 50,False,"Histochemical analyses demonstrate an altered ratio of fast-twitch and slow-twitch fibers, which correlates with the sustained vergence effort required in intermittent exotropia. These findings indicate a functional denervation-reinnervation pattern, suggesting motor unit remodelling due to fluctuating neural drive. ||| Affected patients must have at least 1 of the following demyelinating parameters: At least 50% prolongation of motor distal latency above the upper limit of normal in 2 nerves At least 30% reduction of motor conduction velocity below the lower limit of normal in 2 nerves At least 20% prolongation of F-wave latency above the upper limit of normal in 2 nerves, or more than 50% if the amplitude of the distal negative peak compound muscle action potential (CMAP) is less than 80% of the lower limit of normal Absence of F waves in 2 nerves, if these nerves have amplitudes of distal negative peak CMAPs 20% or greater of the lower limit of normal, plus at least 1 other demyelinating parameter meeting any of the definite criteria in 1 or more other nerves ||| About 88% of the fibers of the muscle are fast twitch (type II), while 12% are slow twitch (type 1)."
e973b652-7fda-49d7-9b4f-de37b1b06eb6,Programmed cell death is known as-,B,B,B. Apoptosis,True,"Apoptosis, first identified in the 1970s, was initially perceived as a process comparable to mitosis. Commonly referred to as programmed cell death, it plays an essential role in maintaining a balance with mitosis by regulating cell populations during development, preserving tissue homeostasis in adults, and contributing to various biological processes. [1] Over time, apoptosis was more clearly defined as a genetically programmed, ATP-dependent, enzyme-driven mechanism that eliminates cells deemed unnecessary or potentially harmful to the organism. [2] ||| Cell death [12] ||| If a cell is unable to adapt to increased stress, it results in injury. Cell injury is reversible until a threshold is reached, after which it progresses to cell death. Historically, cell death has been designated into 2 classes: necrosis and apoptosis. Necrosis is often coined as accidental death, as it is generally seen as not controlled by the cell. Apoptosis, on the other hand, is typically viewed as programmed cell death, regulated and controlled. The 2 differ in presentation, morphology, and mechanism, though recognized overlap is discussed at the end of this review."
6512cafc-09b0-4400-8e60-15689c71157c,Selective media for gonococci-,A,A,A. Thayer-Martin media,True,"Given the increasing concern about antimicrobial resistance in Neisseria gonorrhoeae , specimens for microbiologic testing should be obtained before initiating antibiotics whenever feasible. However, treatment should not be delayed when clinical suspicion for disseminated gonococcal infection is high. Early initiation of therapy is essential to prevent complications such as joint destruction. ||| Because many patients with disseminated gonococcal infection have asymptomatic mucosal infection, NAAT and culture specimens from urogenital and extragenital mucosal sites should be collected, in addition to culture specimens from disseminated sites of infection (eg, skin, synovial fluid, blood, or CSF). All N gonorrhoeae isolates from disseminated gonococcal infection cases should be tested for antimicrobial susceptibility, which necessitates culture. [17] [18] ||| A comprehensive diagnostic evaluation remains essential in patients with suspected disseminated gonococcal infection, as cultures from disseminated sites often yield negative results. [16] Any isolate of Neisseria gonorrhoeae obtained from culture should undergo antimicrobial susceptibility testing due to rising global resistance and the importance of guiding therapy.[CDC. Gonorrhea Laboratory Information. 2024 ]"
7d24faba-4751-4c9f-bf2e-06fd95efd477,"Adrenomyeloneuropathy, a variant of adrenoleukodystrophy which manifests as adrenal insufficiency beginning in childhood later develop to a progressive spastic paraparesis is transmitted as:",A,A,A. X-linked disorder,True,"Childhood cerebral adrenoleukodystrophy: Presents between ages 4 and 10, with rapid progression. Adolescent and adult cerebral adrenoleukodystrophy: Milder form that appears during adolescence or adulthood, with slower progression. Adrenomyeloneuropathy: Manifests in adulthood (between ages 20 and 40 in men and by age 65 in women) with gradual motor and sensory deficits. [7] ||| Adrenal disease ||| Adrenomyeloneuropathy is a milder spectrum of X-ALD. The typical age at presentation is usually in the third decade of life for men and post-menopausal for women, with initial symptoms often involving spinal cord dysfunction. Approximately 65% of women with this form will exhibit symptoms of adrenoleukodystrophy by age 65. [3] Most men who survive until adulthood have the adrenomyeloneuropathy form of adrenoleukodystrophy. This form is characterized by a chronic progressive axonopathy affecting the sensory and motor spinal cord tracts, leading to progressive spastic paraparesis, peripheral neuropathy, bowel and bladder sphincter dysfunction, and sexual dysfunction, sometimes accompanied by adrenal insufficiency. Involvement of the cerebellum can result in walking difficulties, ataxia, and unbalanced gait. [12] Female carriers of X-ALD may also develop subtler symptoms, such as unsteady gait, neuropathy, and mild paresis. Involvement of the adrenal glands and cerebrum is rare. [13]"
91445fb2-db3a-4799-bf10-33ac24046f44,A double headed monster is known as a:,B,B,B. Dicephalus,True,"The lateral pterygoid muscle is generally two-headed (95.5%). Some study results show a lateral pterygoid muscle with a single head; [11] [5] others found very rare cases of 3 heads. The 3-headed variant of the muscle consists of the superior, medial, and inferior head. [5] ||| Oxycephaly (turricephaly, acrocephaly, or high-head syndrome): This condition occurs due to the fusion of more than one suture and results in a towering appearance. Kleeblattschadel (cloverleaf skull): A rare deformity caused by the premature fusion of multiple cranial sutures, leading to a trilobar skull shape with frontal bossing, temporal bulging, and a flat posterior skull. The coronal and lambdoid sutures are most commonly affected, though fusion patterns can vary. This condition is typically associated with cosmetic facial deformity, micromyelia (small limb development), increased intracranial pressure, hydrocephalus, hindbrain herniation, skull base dysplasia, and neurological dysfunction. [19] ||| Paragangliomas of the head and neck present particular challenges, requiring a multidisciplinary approach. Precise imaging to determine the tumor burden is crucial. [7] The most common location is the carotid body. Larger tumors may cause cranial neuropathies. Surgeons use a transcervical approach when resecting a carotid body tumor."
3d1fe860-44c1-4500-bf53-99a62bfc6873,In a-thalassemia with -,B,A,A. Excess a-chain,False,Thalassemia ||| Several laboratory tests have been developed to screen and diagnose thalassemia: ||| The presentation of thalassemia varies widely depending on the type and severity. A complete history and physical examination can provide several clues that are sometimes not obvious to the patient. The following findings can be noted:
3608ba47-960e-4c6e-aa01-c21a482e11d7,Bleeding spots are seen on removal of plaques in?,A,A,A. Psoriasis,True,"The plaques are semi-translucent to opaque, whitish-grey, with a dry surface and present in the horizontal median. The plaques are firmly adhered to the underlying epithelium and leave a raw surface when removed. [2] ||| Plaque Rupture (also known as plaque fissure) ||| When the micaceous, silvery-white scales are gently removed, a moist surface with pinpoint bleeding (Auspitz sign) is observed, reflecting elongated dermal papillary vessels beneath a thinned suprapapillary epidermis. Exacerbations are often accompanied by pruritus, and the appearance of tiny papules at the periphery of plaques indicates disease instability."
3111e8c0-b21c-4df5-9013-cf4cbb5b3954,Acute malnutrition is manifested by -,B,A,A. Weight for age,False,Malnutrition ||| Malnutrition ||| Malnutrition
492867fe-ec5c-46ee-84ac-ba1c389e5060,Commonest complication of subclan venous puncture is,B,A,A. Infection,False,"Suboccipital puncture is only used rarely. It has various contraindications, both absolute and relative. The following are some essential contraindications a provider must be aware of: ||| Central venous access should be a consideration. ||| When evaluating for deep venous thrombosis, duplex ultrasound with segmental compression at 2 cm intervals is the preferred modality. The patient is positioned supine with the patient's head slightly elevated to promote venous pooling. The patient's leg is externally rotated, and the knee is slightly bent (frog-leg positioning), optimizing the conspicuity of the femoral and popliteal veins. The exam should extend from the common femoral vein at the inguinal ligament to the distal calf veins (anterior tibial, posterior tibial, and peroneal veins). [1] [28] It is important to note that more than 10% of patients may have a duplicated femoral vein, which, if present, should be interrogated (see Image: Chronic Nonocclusive DVT Within a Duplicated Popliteal Vein). Although rare, isolated profunda femoral clots can also be missed if not part of the routine examination. Thrombosis in the greater saphenous vein (a superficial vein) within 3 cm of the saphenofemoral junction is often treated the same as deep venous thrombosis due to the high likelihood of propagation. [29]"
